camera_traseira;velocidade_do_processador;url;chips;resolucao;tamanho_da_tela;modelo;memoria_ram;linha;preco;camera_frontal;marca;memoria_interna
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-e51.html;single;240 x 320;2.2;e51;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-motorola-w175.html;single;128 x 128;1.7;w175;;;;;motorola;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-touch-diamond.html;single;640 x 480;2.8;touch diamond;;;;0.3 megapixels frontal;htc;4.0
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-omnia-lite-gt-b7300.html;single;240 x 400;3.0;lite gt-b7300;;omnia;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-nokia-x1-00.html;single;128 x 160;1.8;x1-00;;;;;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-metro-duos-gt-c3322.html;dual;240 x 320;2.2;metro duos gt-c3322;;;;;samsung;
5.0 megapixels;1.3;http://www.buscape.com.br/detalhes--smartphone-alcatel-idol-mini.html;dual;480 x 854;4.3;idol mini;;;;;alcatel;8.0
13.0 megapixels;1.3;http://www.buscape.com.br/detalhes--smartphone-quantum-go-3g-32gb.html;dual;1280 x 720;5.0;go 3g 32gb;;;;5.0 megapixels frontal;quantum;32.0
3.15 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-e.html;single;320 x 480;3.5;e;;xperia;636.0;;sony;4.0
13.0 megapixels;1.8;http://www.buscape.com.br/detalhes--smartphone-motorola-moto-z-xt1650.html;dual;2560 x 1440;5.5;xt1650;4.0;moto z;1974.0;5.0 megapixels frontal;motorola;64.0
3.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-philco-350.html;dual;;3.5;350;;;;;philco;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-225.html;dual;;;225;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-blu-jenny-tv-t172t.html;;128 x 160;1.8;jenny tv t172t;;;;;blu;
2.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-lg-l30.html;dual;320 x 240;3.2;l30;;;;;lg;4.0
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-monte-slider-gt-e2550.html;single;120 x 160;2.0;monte slider gt-e2550;;;;;samsung;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-defy-pro-xt560.html;;320 x 480;2.7;pro xt560;;defy;;;motorola;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-3555.html;single;128 x 160;1.8;3555;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-lg-kp109.html;single;128 x 128;;kp109;;;;;lg;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gm210.html;single;240 x 320;2.0;gm210;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e1117.html;;128 x 128;;gt-e1117;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-c650.html;single;128 x 128;;c650;;;;;motorola;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6681.html;single;176 x 208;;6681;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k200i.html;single;128 x 128;;k200i;;;;;sony ericsson;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-e251.html;single;128 x 160;;sgh-e251;;;;;samsung;
3.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-kf700.html;single;240 x 480;3.0;kf700;;;;0.3 megapixels frontal;lg;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-r300.html;single;128 x 160;;r300;;;;;sony ericsson;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-em30.html;single;;2.0;em30;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gb280.html;single;176 x 220;2.0;gb280;;;;;lg;
8.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-motorola-droid-razr.html;;;4.3;droid razr;;;;;motorola;16.0
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-win-gt-i8550.html;;480 x 800;4.7;gt-i8550;;galaxy win;;vga;samsung;1.0
13.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-j5-sm-j5008.html;dual;1280 x 720;5.0;j5 sm-j5008;;galaxy;;5.0 megapixels frontal;samsung;
5.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-alcatel-m-pop-ot-5020.html;;480 x 800;4.0;m'pop ot-5020;;;;vga;alcatel;4.0
8.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-g-pro-lite-d683.html;dual;960 x 650;5.5;d683;;g pro lite;;;lg;8.0
8.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-blu-vivo-4-3.html;;480 x 800;4.3;vivo 4.3;;;;1.3 megapixels frontal;blu;
;;http://www.buscape.com.br/detalhes--smartphone-positivo-s460-tv.html;dual;;4.0;s460 tv;;;;;positivo;4.0
8.0 megapixels;2.3;http://www.buscape.com.br/detalhes--smartphone-lg-nexus-5-32gb.html;single;1080 x 1920;5.0;nexus 5 32gb;;;;1.2 megapixels frontal;lg;32.0
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-positivo-p50.html;tri;220 x 176;2.0;p50;;;;;positivo;
;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-c275.html;single;128 x 128;;sgh-c275;;;;;samsung;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-storm-9520.html;single;360 x 480;3.25;storm 9520;;;;;blackberry;2.0
;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-223.html;single;128 x 128;1.45;ot-223;;;;;alcatel;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-lumia-610.html;;;3.7;610;;lumia;;;nokia;8.0
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-ms20.html;single;240 x 320;2.8;ms20;;;;;lg;
8.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-crystal-gd900.html;single;480 x 800;3.0;crystal gd900;;;;;lg;1.5
;;http://www.buscape.com.br/detalhes--celular-mirage-smart.html;dual;;2.4;smart;;;;;mirage;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-606.html;single;240 x 320;2.2;ot-606;;;;;alcatel;
3.15 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-star-tv-gt-s5233.html;single;240 x 400;3.0;tv gt-s5233;;star;;;samsung;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-motosurf-a3100.html;single;240 x 320;2.8;motosurf a3100;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-i786.html;single;176 x 220;2.0;i786;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-gt-c3200.html;single;240 x 320;2.0;gt-c3200;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-2330.html;single;128 x 160;1.8;2330;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-huawei-g2800s.html;;;;g2800s;;;;;huawei;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g3610.html;dual;240 x 320;1.8;g3610;;;;;huawei;
0.1 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6820.html;;128 x 128;1.6;6820;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-5140.html;single;128 x 128;;5140;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-lg-c1100.html;single;128 x 128;;c1100;;;;;lg;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-mpx220.html;single;176 x 220;2.0;mpx220;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-v3x.html;single;240 x 320;;v3x;;;;0.3 megapixels frontal;motorola;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-e570.html;single;176 x 220;;sgh-e570;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-c260.html;single;128 x 128;;sgh-c260;;;;;samsung;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-intelbras-m100.html;single;;;m100;;;;;intelbrás;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-s711.html;single;240 x 320;2.4;s711;;;;;htc;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-spica-gt-i5700.html;single;320 x 480;3.2;gt-i5700;;galaxy spica;;;samsung;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-zte-r228.html;dual;176 x 220;2.0;r228;;;;;zte;
3.15 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-fire-dual.html;;240 x 320;2.8;fire dual;;;;;motorola;
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-lg-joy-h222tv.html;dual;800 x 480;4.0;h222tv;;joy;;1.3 megapixels frontal;lg;4.0
12.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-acro-s.html;single;720 x 1280;4.3;acro s;;xperia;938.0;1.3 megapixels frontal;sony;16.0
;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-fame-lite-gt-s6790.html;single;320 x 480;3.5;gt-s6790;;galaxy fame lite;;;samsung;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-optimus-l4-ii-e465.html;;480 x 320;3.8;l4 ii e465;;optimus;;;lg;4.0
3.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-trend-lite-gt-s7390.html;single;480 x 800;4.0;lite gt-s7390;;galaxy trend;;;samsung;4.0
2.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-star-gt-s5282.html;dual;240 x 320;3.0;gt-s5282;;galaxy star;;;samsung;4.0
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-philco-230.html;quadri;320 x 240;2.3;230;;;;;philco;
;;http://www.buscape.com.br/detalhes--smartphone-meu-an200.html;;;;an200;;;;;meu;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-ch-t-226-gt-e2262.html;dual;320 x 240;2.2;gt-e2262;;ch@t 226;;;samsung;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-km380.html;single;240 x 320;2.0;km380;;;;;lg;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-gradiente-handy-g200.html;dual;;;handy g200;;;;;gradiente;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-mastercam-mg220.html;single;128 x 128;;mastercam mg220;;;;;lg;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-meu-411.html;;128 x 160;1.8;411;;;;;meu;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-meu-sn45.html;dual;220 x 176;2.2;sn45;;;;;meu;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-ch-t-333-duos-gt-s3332.html;dual;;2.4;duos gt-s3332;;ch@t 333;;;samsung;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g7002.html;single;;;g7002;;;;;huawei;
;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-632.html;;;;ot-632;;;;;alcatel;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g6600.html;single;320 x 240;2.4;g6600;;;;;huawei;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6170.html;single;128 x 160;;6170;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-lg-bx7000.html;;;;bx7000;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-nokia-3100.html;single;128 x 128;1.5;3100;;;;;nokia;
0.5 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-8800.html;single;208 x 208;;8800;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-motorola-v191.html;single;128 x 160;;v191;;;;;motorola;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-7370.html;single;240 x 320;;7370;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-gradiente-gc-370.html;single;;;gc-370;;;;;gradiente;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k310i.html;single;128 x 160;;k310i;;;;;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k800i.html;single;240 x 320;;k800i;;;;;sony ericsson;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-e50.html;single;240 x 320;2.1;e50;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e1085.html;single;128 x 128;1.43;gt-e1085;;;;;samsung;
5.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-htc-nexus.html;single;480 x 800;3.7;nexus;;;;;htc;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-zte-r260.html;dual;;2.4;r260;;;;;zte;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-i686.html;;176 x 220;2.2;i686;;;;;motorola;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-zte-skate-v960.html;single;480 x 800;4.3;skate v960;;;;;zte;
;;http://www.buscape.com.br/detalhes--smartphone-zte-n721.html;;;;n721;;;;;zte;
;;http://www.buscape.com.br/detalhes--celular-venko-ideal.html;;;;ideal;;;;;venko;
;;http://www.buscape.com.br/detalhes--celular-multilaser-joy.html;;;1.8;;;joy;;;multilaser;
13.0 megapixels;2.0;http://www.buscape.com.br/detalhes--smartphone-lg-g-flex-2-h955-32gb.html;;1920 x 1080;5.5;2 h955 32gb;;g flex;;2.0 megapixels frontal;lg;32.0
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-win-2-duos-sm-g360m.html;dual;480 x 800;4.5;2 duos sm-g360m;;galaxy win;;2.0 megapixels frontal;samsung;8.0
3.15 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-curve-9320.html;single;240 x 320;2.4;9320;;curve;520.0;;blackberry;
;;http://www.buscape.com.br/detalhes--smartphone-lg-optimus-l7-ii-dual-p715.html;;;;l7 ii dual p715;;optimus;;;lg;
8.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-motorola-razr-d3-xt919.html;single;480 x 800;4.0;d3 xt919;;razr;;1.2 megapixels frontal;motorola;4.0
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-multilaser-star-4s.html;quadri;;2.0;4s;;star;;;multilaser;
;;http://www.buscape.com.br/detalhes--smartphone-meu-an350.html;;;;an350;;;;;meu;
;;http://www.buscape.com.br/detalhes--celular-motorola-xt621-ferrari.html;;;4.0;xt621 ferrari;;;;;motorola;
3.15 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w508.html;single;;2.2;w508;;;;;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-txt-ck13i.html;single;320 x 240;2.55;txt ck13i;;;;;sony ericsson;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g6008.html;tri;;3.0;g6008;;;;;huawei;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w880i.html;single;240 x 320;;w880i;;;;0.3 megapixels frontal;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-storm2-9550.html;single;480 x 360;3.2;storm2 9550;;;;;blackberry;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k205.html;single;128 x 128;;k205;;;;;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-positivo-p200.html;tri;320 x 240;2.31;p200;;;;;positivo;
;;http://www.buscape.com.br/detalhes--celular-samsung-e1265-duos.html;dual;128 x 160;2.0;e1265 duos;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-lg-gb190.html;single;128 x 128;1.5;gb190;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-nokia-7610.html;;;;7610;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-p910.html;single;208 x 320;;p910;;;;;sony ericsson;
;;http://www.buscape.com.br/detalhes--celular-lg-mg155.html;;128 x 128;;mg155;;;;;lg;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w700i.html;single;176 x 220;;w700i;;;;;sony ericsson;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-e370.html;single;128 x 160;;sgh-e370;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-gradiente-gf-760.html;single;;;gf-760;;;;;gradiente;
;;http://www.buscape.com.br/detalhes--celular-nokia-2310.html;single;96 x 68;;2310;;;;;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-n76.html;single;240 x 320;2.4;n76;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-nokia-gt-s3310.html;single;;;gt-s3310;;;;;nokia;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-f480.html;single;240 x 320;2.8;sgh-f480;;;;0.3 megapixels frontal;samsung;
;;http://www.buscape.com.br/detalhes--celular-motorola-w180.html;single;128 x 128;1.7;w180;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-zte-a933.html;;;;a933;;;;;zte;
8.1 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w995.html;single;240 x 320;2.6;w995;;;;0.3 megapixels frontal;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w705.html;single;240 x 320;2.4;w705;;;;;sony ericsson;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-w403.html;;;;w403;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e1086.html;single;128 x 128;1.43;gt-e1086;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-zte-s302.html;;128 x 48;;s302;;;;;zte;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-freecel-connect-me.html;dual;320 x 240;2.4;connect.me;;;;;freecel;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-champ-2-gt-c3330.html;;240 x 320;2.4;champ 2 gt-c3330;;;;;samsung;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-asha-503.html;single;240 x 320;3.0;503;;asha;;;nokia;
20.7 megapixels;;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-z2-d6503.html;;1920 x 1080;5.2;z2 d6503;;xperia;;;sony;3.0
;;http://www.buscape.com.br/detalhes--smartphone-motorola-moto-g-xt1039-8gb.html;;;;xt1039 8gb;;moto g;;;motorola;
20.7 megapixels;;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-z3-e6553.html;;1920 x 1080;5.2;z3+ e6553;;xperia;;5.1 megapixels frontal;sony;32.0
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-motorola-moto-e-2-geracao-xt1514-8gb.html;dual;540 x 960;4.5;2ª geração xt1514 8gb;;moto e;;1.3 megapixels frontal;motorola;8.0
5.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-ace-3-gt-s7270.html;single;480 x 800;4.0;3 gt-s7270;;galaxy ace;862.0;vga;samsung;4.0
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-bold-9780.html;single;480 x 360;2.4;bold 9780;;;498.0;;blackberry;
13.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-alcatel-hero-2c.html;single;1280 x 720;6.0;hero 2c;;;1329.0;5.0 megapixels frontal;alcatel;16.0
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-zte-kis-c341.html;dual;;4.0;c341;;kis;284.0;2.0 megapixels frontal;zte;
4.0 megapixels;2.3;http://www.buscape.com.br/detalhes--smartphone-htc-one-m8-16gb.html;;1920 x 1080;5.0;one m8 16gb;;;;;htc;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-multilaser-max-4s.html;quadri;;1.8;max 4s;;;;;multilaser;
;;http://www.buscape.com.br/detalhes--smartphone-caterpillar-cat-b15.html;dual;;;cat b15;;;;;caterpillar;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-gt-c3520.html;;320 x 240;2.4;gt-c3520;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-samsung-e1190.html;single;128 x 128;1.43;e1190;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-multilaser-fun.html;dual;;1.8;fun;;;;;multilaser;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-zte-r236.html;dual;176 x 220;2.0;r236;;;;;zte;
;;http://www.buscape.com.br/detalhes--celular-alcatel-tribe-3000.html;;220 x 176;2.0;tribe 3000;;;;;alcatel;
2 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-ch-t-333-trios-gt-s3333.html;tri;;2.4;trios gt-s3333;;ch@t 333;;;samsung;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-xcover-gt-s5690.html;single;320 x 480;3.65;gt-s5690;;galaxy xcover;;;samsung;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-miro.html;;320 x 480;3.5;miró;;xperia;;vga;sony;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-razr2-v8.html;single;240 x 320;;v8;;razr2;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-900.html;single;240 x 320;2.4;ot-900;;;;;alcatel;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-positivo-ypy-s460-tv.html;dual;480 x 800;4.0;ypy s460 tv;;;;1.3 megapixels frontal;positivo;4.0
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g6608.html;dual;320 x 240;2.4;g6608;;;;;huawei;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-zte-x760.html;;240 x 320;;x760;;;;;zte;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-curve-8310.html;single;320 x 240;2.5;8310;;curve;;;blackberry;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-meu-sn40.html;dual;320 x 240;2.2;sn40;;;;;meu;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e1107.html;single;128 x 128;1.5;gt-e1107;;;;;samsung;
